linker_id,name,xyz_file,smiles
0,dir_1_c_link__1_NH2__site1,dir_1_c_link__1_NH2__site1.xyz,Nc1ccccc1
1,dir_1_c_link__2_NMe2__site1,dir_1_c_link__2_NMe2__site1.xyz,CN(c1ccccc1)C
2,dir_1_c_link__3_N_iPr2__site1,dir_1_c_link__3_N_iPr2__site1.xyz,CC(N(c1ccccc1)C(C)C)C
3,dir_1_c_link__5_NPh2__site1,dir_1_c_link__5_NPh2__site1.xyz,c1ccc(cc1)N(c1ccccc1)c1ccccc1
4,dir_1_c_link__6_NPhNH2__site1,dir_1_c_link__6_NPhNH2__site1.xyz,Nc1ccc(cc1)N(c1ccc(cc1)N)c1ccccc1
5,dir_1_c_link__7_pipyredine__site1,dir_1_c_link__7_pipyredine__site1.xyz,C1CCN(CC1)c1ccccc1
6,dir_1_c_link__8_p-pyridine__site1,dir_1_c_link__8_p-pyridine__site1.xyz,c1ccc(cc1)c1ccncc1
7,dir_1_c_link__9_m-pyridine__site1,dir_1_c_link__9_m-pyridine__site1.xyz,c1ccc(cc1)c1cccnc1
8,dir_1_c_link__10_o-pyridine__site1,dir_1_c_link__10_o-pyridine__site1.xyz,c1ccc(cc1)c1ccccn1
9,dir_1_c_link__11_pyrazine__site1,dir_1_c_link__11_pyrazine__site1.xyz,c1ccc(cc1)c1cnccn1
10,dir_1_c_link__12_pyramidine_H1__site1,dir_1_c_link__12_pyramidine_H1__site1.xyz,c1ccc(cc1)c1ccncn1
11,dir_1_c_link__13_pyramidine__site1,dir_1_c_link__13_pyramidine__site1.xyz,c1ccc(cc1)c1cncnc1
12,dir_1_c_link__14_pyramidine__site1,dir_1_c_link__14_pyramidine__site1.xyz,c1ccc(cc1)c1ncccn1
13,dir_1_c_link__15_DABCO_H1__site1,dir_1_c_link__15_DABCO_H1__site1.xyz,c1ccc(cc1)[C@H]1C[N@@]2CC[N@]1CC2
14,dir_1_c_link__16_NEt2__site1,dir_1_c_link__16_NEt2__site1.xyz,CCN(c1ccccc1)CC
15,dir_1_c_link__17_base__site1,dir_1_c_link__17_base__site1.xyz,C1C[N@]2CC[C@@H]1C[C@@H]2c1ccccc1
16,dir_1_c_link__18_base__site1,dir_1_c_link__18_base__site1.xyz,C1C[N@]2CC[C@@H]1[C@H](C2)c1ccccc1
17,dir_1_c_link__19_base__site1,dir_1_c_link__19_base__site1.xyz,c1ccc(cc1)[C@]12CC[N@](CC1)CC2
18,dir_1_c_link__20_H2__site1,dir_1_c_link__20_H2__site1.xyz,Nc1ccc(cc1)N(c1ccccc1)C
19,dir_1_c_link__21_H2__site1,dir_1_c_link__21_H2__site1.xyz,Nc1ccc(cc1)Nc1ccccc1
20,dir_2_c_link__1_NH2__site1,dir_2_c_link__1_NH2__site1.xyz,Nc1ccccc1c1ccccc1
21,dir_2_c_link__1_NH2__site2,dir_2_c_link__1_NH2__site2.xyz,Nc1cccc(c1)c1ccccc1
22,dir_2_c_link__2_NMe2__site1,dir_2_c_link__2_NMe2__site1.xyz,CN(c1ccccc1c1ccccc1)C
23,dir_2_c_link__2_NMe2__site2,dir_2_c_link__2_NMe2__site2.xyz,CN(c1cccc(c1)c1ccccc1)C
24,dir_2_c_link__3_N_iPr2__site1,dir_2_c_link__3_N_iPr2__site1.xyz,CC(N(c1ccccc1c1ccccc1)C(C)C)C
25,dir_2_c_link__3_N_iPr2__site2,dir_2_c_link__3_N_iPr2__site2.xyz,CC(N(c1cccc(c1)c1ccccc1)C(C)C)C
26,dir_2_c_link__5_NPh2__site1,dir_2_c_link__5_NPh2__site1.xyz,c1ccc(cc1)c1ccccc1N(c1ccccc1)c1ccccc1
27,dir_2_c_link__5_NPh2__site2,dir_2_c_link__5_NPh2__site2.xyz,c1ccc(cc1)c1cccc(c1)N(c1ccccc1)c1ccccc1
28,dir_2_c_link__6_NPhNH2__site1,dir_2_c_link__6_NPhNH2__site1.xyz,Nc1ccc(cc1)N(c1ccccc1c1ccccc1)c1ccc(cc1)N
29,dir_2_c_link__6_NPhNH2__site2,dir_2_c_link__6_NPhNH2__site2.xyz,Nc1ccc(cc1)N(c1cccc(c1)c1ccccc1)c1ccc(cc1)N
30,dir_2_c_link__7_pipyredine__site1,dir_2_c_link__7_pipyredine__site1.xyz,C1CCN(CC1)c1ccccc1c1ccccc1
31,dir_2_c_link__7_pipyredine__site2,dir_2_c_link__7_pipyredine__site2.xyz,C1CCN(CC1)c1cccc(c1)c1ccccc1
32,dir_2_c_link__8_p-pyridine__site1,dir_2_c_link__8_p-pyridine__site1.xyz,c1ccc(cc1)c1ccccc1c1ccncc1
33,dir_2_c_link__8_p-pyridine__site2,dir_2_c_link__8_p-pyridine__site2.xyz,c1ccc(cc1)c1cccc(c1)c1ccncc1
34,dir_2_c_link__9_m-pyridine__site1,dir_2_c_link__9_m-pyridine__site1.xyz,c1ccc(cc1)c1ccccc1c1cccnc1
35,dir_2_c_link__9_m-pyridine__site2,dir_2_c_link__9_m-pyridine__site2.xyz,c1ccc(cc1)c1cccc(c1)c1cccnc1
36,dir_2_c_link__10_o-pyridine__site1,dir_2_c_link__10_o-pyridine__site1.xyz,c1ccc(cc1)c1ccccc1c1ccccn1
37,dir_2_c_link__10_o-pyridine__site2,dir_2_c_link__10_o-pyridine__site2.xyz,c1ccc(cc1)c1cccc(c1)c1ccccn1
38,dir_2_c_link__11_pyrazine__site1,dir_2_c_link__11_pyrazine__site1.xyz,c1ccc(cc1)c1ccccc1c1nccnc1
39,dir_2_c_link__11_pyrazine__site2,dir_2_c_link__11_pyrazine__site2.xyz,c1ccc(cc1)c1cccc(c1)c1cnccn1
40,dir_2_c_link__12_pyramidine_H1__site1,dir_2_c_link__12_pyramidine_H1__site1.xyz,c1ccc(cc1)c1ccccc1c1ccncn1
41,dir_2_c_link__12_pyramidine_H1__site2,dir_2_c_link__12_pyramidine_H1__site2.xyz,c1ccc(cc1)c1cccc(c1)c1ccncn1
42,dir_2_c_link__13_pyramidine__site1,dir_2_c_link__13_pyramidine__site1.xyz,c1ccc(cc1)c1ccccc1c1cncnc1
43,dir_2_c_link__13_pyramidine__site2,dir_2_c_link__13_pyramidine__site2.xyz,c1ccc(cc1)c1cccc(c1)c1cncnc1
44,dir_2_c_link__14_pyramidine__site1,dir_2_c_link__14_pyramidine__site1.xyz,c1ccc(cc1)c1ccccc1c1ncccn1
45,dir_2_c_link__14_pyramidine__site2,dir_2_c_link__14_pyramidine__site2.xyz,c1ccc(cc1)c1cccc(c1)c1ncccn1
46,dir_2_c_link__15_DABCO_H1__site1,dir_2_c_link__15_DABCO_H1__site1.xyz,c1ccc(cc1)c1ccccc1[C@H]1C[N@@]2CC[N@]1CC2
47,dir_2_c_link__15_DABCO_H1__site2,dir_2_c_link__15_DABCO_H1__site2.xyz,c1ccc(cc1)c1cccc(c1)[C@H]1C[N@@]2CC[N@]1CC2
48,dir_2_c_link__16_NEt2__site1,dir_2_c_link__16_NEt2__site1.xyz,CCN(c1ccccc1c1ccccc1)CC
49,dir_2_c_link__16_NEt2__site2,dir_2_c_link__16_NEt2__site2.xyz,CCN(c1cccc(c1)c1ccccc1)CC
50,dir_2_c_link__17_base__site1,dir_2_c_link__17_base__site1.xyz,c1ccc(cc1)c1ccccc1[C@H]1C[C@@H]2CC[N@]1CC2
51,dir_2_c_link__17_base__site2,dir_2_c_link__17_base__site2.xyz,c1ccc(cc1)c1cccc(c1)[C@H]1C[C@@H]2CC[N@]1CC2
52,dir_2_c_link__18_base__site1,dir_2_c_link__18_base__site1.xyz,c1ccc(cc1)c1ccccc1[C@H]1C[N@@]2CC[C@H]1CC2
53,dir_2_c_link__18_base__site2,dir_2_c_link__18_base__site2.xyz,c1ccc(cc1)c1cccc(c1)[C@H]1C[N@@]2CC[C@H]1CC2
54,dir_2_c_link__19_base__site1,dir_2_c_link__19_base__site1.xyz,c1ccc(cc1)c1ccccc1[C@]12CC[N@](CC1)CC2
55,dir_2_c_link__19_base__site2,dir_2_c_link__19_base__site2.xyz,c1ccc(cc1)c1cccc(c1)[C@]12CC[N@](CC1)CC2
56,dir_2_c_link__20_H2__site1,dir_2_c_link__20_H2__site1.xyz,Nc1ccc(cc1)N(c1ccccc1c1ccccc1)C
57,dir_2_c_link__20_H2__site2,dir_2_c_link__20_H2__site2.xyz,Nc1ccc(cc1)N(c1cccc(c1)c1ccccc1)C
58,dir_2_c_link__21_H2__site1,dir_2_c_link__21_H2__site1.xyz,Nc1ccc(cc1)Nc1ccccc1c1ccccc1
59,dir_2_c_link__21_H2__site2,dir_2_c_link__21_H2__site2.xyz,Nc1ccc(cc1)Nc1cccc(c1)c1ccccc1
60,dir_3_n_link__1_NH2__site1,dir_3_n_link__1_NH2__site1.xyz,Nc1cccc(n1)c1ccccn1
61,dir_3_n_link__1_NH2__site2,dir_3_n_link__1_NH2__site2.xyz,Nc1ccnc(c1)c1ccccn1
62,dir_3_n_link__1_NH2__site3,dir_3_n_link__1_NH2__site3.xyz,Nc1cccnc1c1ccccn1
63,dir_3_n_link__2_NMe2__site1,dir_3_n_link__2_NMe2__site1.xyz,CN(c1cccc(n1)c1ccccn1)C
64,dir_3_n_link__2_NMe2__site2,dir_3_n_link__2_NMe2__site2.xyz,CN(c1ccnc(c1)c1ccccn1)C
65,dir_3_n_link__2_NMe2__site3,dir_3_n_link__2_NMe2__site3.xyz,CN(c1cccnc1c1ccccn1)C
66,dir_3_n_link__3_N_iPr2__site1,dir_3_n_link__3_N_iPr2__site1.xyz,CC(N(c1cccc(n1)c1ccccn1)C(C)C)C
67,dir_3_n_link__3_N_iPr2__site2,dir_3_n_link__3_N_iPr2__site2.xyz,CC(N(c1ccnc(c1)c1ccccn1)C(C)C)C
68,dir_3_n_link__3_N_iPr2__site3,dir_3_n_link__3_N_iPr2__site3.xyz,CC(N(c1cccnc1c1ccccn1)C(C)C)C
69,dir_3_n_link__5_NPh2__site1,dir_3_n_link__5_NPh2__site1.xyz,c1ccc(cc1)N(c1ccccc1)c1cccc(n1)c1ccccn1
70,dir_3_n_link__5_NPh2__site2,dir_3_n_link__5_NPh2__site2.xyz,c1ccc(cc1)N(c1ccccc1)c1ccnc(c1)c1ccccn1
71,dir_3_n_link__5_NPh2__site3,dir_3_n_link__5_NPh2__site3.xyz,c1ccc(cc1)N(c1cccnc1c1ccccn1)c1ccccc1
72,dir_3_n_link__6_NPhNH2__site1,dir_3_n_link__6_NPhNH2__site1.xyz,Nc1ccc(cc1)N(c1cccc(n1)c1ccccn1)c1ccc(cc1)N
73,dir_3_n_link__6_NPhNH2__site2,dir_3_n_link__6_NPhNH2__site2.xyz,Nc1ccc(cc1)N(c1ccnc(c1)c1ccccn1)c1ccc(cc1)N
74,dir_3_n_link__6_NPhNH2__site3,dir_3_n_link__6_NPhNH2__site3.xyz,Nc1ccc(cc1)N(c1cccnc1c1ccccn1)c1ccc(cc1)N
75,dir_3_n_link__7_pipyredine__site1,dir_3_n_link__7_pipyredine__site1.xyz,C1CCN(CC1)c1cccc(n1)c1ccccn1
76,dir_3_n_link__7_pipyredine__site2,dir_3_n_link__7_pipyredine__site2.xyz,C1CCN(CC1)c1ccnc(c1)c1ccccn1
77,dir_3_n_link__7_pipyredine__site3,dir_3_n_link__7_pipyredine__site3.xyz,C1CCN(CC1)c1cccnc1c1ccccn1
78,dir_3_n_link__8_p-pyridine__site1,dir_3_n_link__8_p-pyridine__site1.xyz,n1ccc(cc1)c1cccc(n1)c1ccccn1
79,dir_3_n_link__8_p-pyridine__site2,dir_3_n_link__8_p-pyridine__site2.xyz,n1ccc(cc1)c1ccnc(c1)c1ccccn1
80,dir_3_n_link__8_p-pyridine__site3,dir_3_n_link__8_p-pyridine__site3.xyz,n1ccc(cc1)c1cccnc1c1ccccn1
81,dir_3_n_link__9_m-pyridine__site1,dir_3_n_link__9_m-pyridine__site1.xyz,c1ccc(cn1)c1cccc(n1)c1ccccn1
82,dir_3_n_link__9_m-pyridine__site2,dir_3_n_link__9_m-pyridine__site2.xyz,c1ccc(nc1)c1nccc(c1)c1cccnc1
83,dir_3_n_link__9_m-pyridine__site3,dir_3_n_link__9_m-pyridine__site3.xyz,c1ccc(nc1)c1ncccc1c1cccnc1
84,dir_3_n_link__10_o-pyridine__site1,dir_3_n_link__10_o-pyridine__site1.xyz,c1ccc(nc1)c1cccc(n1)c1ccccn1
85,dir_3_n_link__10_o-pyridine__site2,dir_3_n_link__10_o-pyridine__site2.xyz,c1ccc(nc1)c1ccnc(c1)c1ccccn1
86,dir_3_n_link__10_o-pyridine__site3,dir_3_n_link__10_o-pyridine__site3.xyz,c1ccc(nc1)c1ncccc1c1ccccn1
87,dir_3_n_link__11_pyrazine__site1,dir_3_n_link__11_pyrazine__site1.xyz,c1ccc(nc1)c1cccc(n1)c1nccnc1
88,dir_3_n_link__11_pyrazine__site2,dir_3_n_link__11_pyrazine__site2.xyz,c1ccc(nc1)c1nccc(c1)c1cnccn1
89,dir_3_n_link__11_pyrazine__site3,dir_3_n_link__11_pyrazine__site3.xyz,c1ccc(nc1)c1ncccc1c1cnccn1
90,dir_3_n_link__12_pyramidine_H1__site1,dir_3_n_link__12_pyramidine_H1__site1.xyz,c1ccc(nc1)c1cccc(n1)c1ccncn1
91,dir_3_n_link__12_pyramidine_H1__site2,dir_3_n_link__12_pyramidine_H1__site2.xyz,c1ccc(nc1)c1nccc(c1)c1ccncn1
92,dir_3_n_link__12_pyramidine_H1__site3,dir_3_n_link__12_pyramidine_H1__site3.xyz,c1ccc(nc1)c1ncccc1c1ccncn1
93,dir_3_n_link__13_pyramidine__site1,dir_3_n_link__13_pyramidine__site1.xyz,c1ncc(cn1)c1cccc(n1)c1ccccn1
94,dir_3_n_link__13_pyramidine__site2,dir_3_n_link__13_pyramidine__site2.xyz,c1ncc(cn1)c1ccnc(c1)c1ccccn1
95,dir_3_n_link__13_pyramidine__site3,dir_3_n_link__13_pyramidine__site3.xyz,c1ncc(cn1)c1cccnc1c1ccccn1
96,dir_3_n_link__14_pyramidine__site1,dir_3_n_link__14_pyramidine__site1.xyz,c1ccc(nc1)c1cccc(n1)c1ncccn1
97,dir_3_n_link__14_pyramidine__site2,dir_3_n_link__14_pyramidine__site2.xyz,c1ccc(nc1)c1nccc(c1)c1ncccn1
98,dir_3_n_link__14_pyramidine__site3,dir_3_n_link__14_pyramidine__site3.xyz,c1ccc(nc1)c1ncccc1c1ncccn1
99,dir_3_n_link__15_DABCO_H1__site1,dir_3_n_link__15_DABCO_H1__site1.xyz,c1ccc(nc1)c1cccc(n1)[C@H]1C[N@@]2CC[N@]1CC2
100,dir_3_n_link__15_DABCO_H1__site2,dir_3_n_link__15_DABCO_H1__site2.xyz,c1ccc(nc1)c1nccc(c1)[C@H]1C[N@@]2CC[N@]1CC2
101,dir_3_n_link__15_DABCO_H1__site3,dir_3_n_link__15_DABCO_H1__site3.xyz,c1ccc(nc1)c1ncccc1[C@H]1C[N@@]2CC[N@]1CC2
102,dir_3_n_link__16_NEt2__site1,dir_3_n_link__16_NEt2__site1.xyz,CCN(c1cccc(n1)c1ccccn1)CC
103,dir_3_n_link__16_NEt2__site2,dir_3_n_link__16_NEt2__site2.xyz,CCN(c1ccnc(c1)c1ccccn1)CC
104,dir_3_n_link__16_NEt2__site3,dir_3_n_link__16_NEt2__site3.xyz,CCN(c1cccnc1c1ccccn1)CC
105,dir_3_n_link__17_base__site1,dir_3_n_link__17_base__site1.xyz,c1ccc(nc1)c1cccc(n1)[C@H]1C[C@@H]2CC[N@]1CC2
106,dir_3_n_link__17_base__site2,dir_3_n_link__17_base__site2.xyz,c1ccc(nc1)c1nccc(c1)[C@H]1C[C@@H]2CC[N@]1CC2
107,dir_3_n_link__17_base__site3,dir_3_n_link__17_base__site3.xyz,c1ccc(nc1)c1ncccc1[C@H]1C[C@@H]2CC[N@]1CC2
108,dir_3_n_link__18_base__site1,dir_3_n_link__18_base__site1.xyz,c1ccc(nc1)c1cccc(n1)[C@H]1C[N@@]2CC[C@H]1CC2
109,dir_3_n_link__18_base__site2,dir_3_n_link__18_base__site2.xyz,c1ccc(nc1)c1nccc(c1)[C@H]1C[N@@]2CC[C@H]1CC2
110,dir_3_n_link__18_base__site3,dir_3_n_link__18_base__site3.xyz,c1ccc(nc1)c1ncccc1[C@H]1C[N@@]2CC[C@H]1CC2
111,dir_3_n_link__19_base__site1,dir_3_n_link__19_base__site1.xyz,c1ccc(nc1)c1cccc(n1)[C@]12CC[N@](CC1)CC2
112,dir_3_n_link__19_base__site2,dir_3_n_link__19_base__site2.xyz,c1ccc(nc1)c1nccc(c1)[C@]12CC[N@](CC1)CC2
113,dir_3_n_link__19_base__site3,dir_3_n_link__19_base__site3.xyz,c1ccc(nc1)c1ncccc1[C@]12CC[N@](CC1)CC2
114,dir_3_n_link__20_H2__site1,dir_3_n_link__20_H2__site1.xyz,Nc1ccc(cc1)N(c1cccc(n1)c1ccccn1)C
115,dir_3_n_link__20_H2__site2,dir_3_n_link__20_H2__site2.xyz,Nc1ccc(cc1)N(c1ccnc(c1)c1ccccn1)C
116,dir_3_n_link__20_H2__site3,dir_3_n_link__20_H2__site3.xyz,Nc1ccc(cc1)N(c1cccnc1c1ccccn1)C
117,dir_3_n_link__21_H2__site1,dir_3_n_link__21_H2__site1.xyz,Nc1ccc(cc1)Nc1cccc(n1)c1ccccn1
118,dir_3_n_link__21_H2__site2,dir_3_n_link__21_H2__site2.xyz,Nc1ccc(cc1)Nc1ccnc(c1)c1ccccn1
119,dir_3_n_link__21_H2__site3,dir_3_n_link__21_H2__site3.xyz,Nc1ccc(cc1)Nc1cccnc1c1ccccn1
120,dir_4_n_link__1_NH2__site1,dir_4_n_link__1_NH2__site1.xyz,Nc1ccc2c(n1)c1ncccc1cc2
121,dir_4_n_link__1_NH2__site2,dir_4_n_link__1_NH2__site2.xyz,Nc1ccnc2c1ccc1c2nccc1
122,dir_4_n_link__1_NH2__site3,dir_4_n_link__1_NH2__site3.xyz,Nc1cc2cccnc2c2c1cccn2
123,dir_4_n_link__2_NMe2__site1,dir_4_n_link__2_NMe2__site1.xyz,CN(c1ccc2c(n1)c1ncccc1cc2)C
124,dir_4_n_link__2_NMe2__site2,dir_4_n_link__2_NMe2__site2.xyz,CN(c1ccnc2c1ccc1c2nccc1)C
125,dir_4_n_link__2_NMe2__site3,dir_4_n_link__2_NMe2__site3.xyz,CN(c1cc2cccnc2c2c1cccn2)C
126,dir_4_n_link__3_N_iPr2__site1,dir_4_n_link__3_N_iPr2__site1.xyz,CC(N(c1ccc2c(n1)c1ncccc1cc2)C(C)C)C
127,dir_4_n_link__3_N_iPr2__site2,dir_4_n_link__3_N_iPr2__site2.xyz,CC(N(c1ccnc2c1ccc1c2nccc1)C(C)C)C
128,dir_4_n_link__3_N_iPr2__site3,dir_4_n_link__3_N_iPr2__site3.xyz,CC(N(c1cc2cccnc2c2c1cccn2)C(C)C)C
129,dir_4_n_link__5_NPh2__site1,dir_4_n_link__5_NPh2__site1.xyz,c1ccc(cc1)N(c1ccc2c(n1)c1ncccc1cc2)c1ccccc1
130,dir_4_n_link__5_NPh2__site2,dir_4_n_link__5_NPh2__site2.xyz,c1ccc(cc1)N(c1ccnc2c1ccc1c2nccc1)c1ccccc1
131,dir_4_n_link__5_NPh2__site3,dir_4_n_link__5_NPh2__site3.xyz,c1ccc(cc1)N(c1cc2cccnc2c2c1cccn2)c1ccccc1
132,dir_4_n_link__6_NPhNH2__site1,dir_4_n_link__6_NPhNH2__site1.xyz,Nc1ccc(cc1)N(c1ccc2c(n1)c1ncccc1cc2)c1ccc(cc1)N
133,dir_4_n_link__6_NPhNH2__site2,dir_4_n_link__6_NPhNH2__site2.xyz,Nc1ccc(cc1)N(c1ccnc2c1ccc1c2nccc1)c1ccc(cc1)N
134,dir_4_n_link__6_NPhNH2__site3,dir_4_n_link__6_NPhNH2__site3.xyz,Nc1ccc(cc1)N(c1cc2cccnc2c2c1cccn2)c1ccc(cc1)N
135,dir_4_n_link__7_pipyredine__site1,dir_4_n_link__7_pipyredine__site1.xyz,C1CCN(CC1)c1ccc2c(n1)c1ncccc1cc2
136,dir_4_n_link__7_pipyredine__site2,dir_4_n_link__7_pipyredine__site2.xyz,C1CCN(CC1)c1ccnc2c1ccc1c2nccc1
137,dir_4_n_link__7_pipyredine__site3,dir_4_n_link__7_pipyredine__site3.xyz,C1CCN(CC1)c1cc2cccnc2c2c1cccn2
138,dir_4_n_link__8_p-pyridine__site1,dir_4_n_link__8_p-pyridine__site1.xyz,n1ccc(cc1)c1ccc2c(n1)c1ncccc1cc2
139,dir_4_n_link__8_p-pyridine__site2,dir_4_n_link__8_p-pyridine__site2.xyz,n1ccc(cc1)c1ccnc2c1ccc1c2nccc1
140,dir_4_n_link__8_p-pyridine__site3,dir_4_n_link__8_p-pyridine__site3.xyz,n1ccc(cc1)c1cc2cccnc2c2c1cccn2
141,dir_4_n_link__9_m-pyridine__site1,dir_4_n_link__9_m-pyridine__site1.xyz,c1ccc(cn1)c1ccc2c(n1)c1ncccc1cc2
142,dir_4_n_link__9_m-pyridine__site2,dir_4_n_link__9_m-pyridine__site2.xyz,c1ccc(cn1)c1ccnc2c1ccc1c2nccc1
143,dir_4_n_link__9_m-pyridine__site3,dir_4_n_link__9_m-pyridine__site3.xyz,c1ccc(cn1)c1cc2cccnc2c2c1cccn2
144,dir_4_n_link__10_o-pyridine__site1,dir_4_n_link__10_o-pyridine__site1.xyz,c1ccc(nc1)c1ccc2c(n1)c1ncccc1cc2
145,dir_4_n_link__10_o-pyridine__site2,dir_4_n_link__10_o-pyridine__site2.xyz,c1ccc(nc1)c1ccnc2c1ccc1c2nccc1
146,dir_4_n_link__10_o-pyridine__site3,dir_4_n_link__10_o-pyridine__site3.xyz,c1ccc(nc1)c1cc2cccnc2c2c1cccn2
147,dir_4_n_link__11_pyrazine__site1,dir_4_n_link__11_pyrazine__site1.xyz,c1ncc(nc1)c1ccc2c(n1)c1ncccc1cc2
148,dir_4_n_link__11_pyrazine__site2,dir_4_n_link__11_pyrazine__site2.xyz,c1ncc(nc1)c1ccnc2c1ccc1c2nccc1
149,dir_4_n_link__11_pyrazine__site3,dir_4_n_link__11_pyrazine__site3.xyz,c1ncc(nc1)c1cc2cccnc2c2c1cccn2
150,dir_4_n_link__12_pyramidine_H1__site1,dir_4_n_link__12_pyramidine_H1__site1.xyz,n1ccc(nc1)c1ccc2c(n1)c1ncccc1cc2
151,dir_4_n_link__12_pyramidine_H1__site2,dir_4_n_link__12_pyramidine_H1__site2.xyz,n1ccc(nc1)c1ccnc2c1ccc1c2nccc1
152,dir_4_n_link__12_pyramidine_H1__site3,dir_4_n_link__12_pyramidine_H1__site3.xyz,n1ccc(nc1)c1cc2cccnc2c2c1cccn2
153,dir_4_n_link__13_pyramidine__site1,dir_4_n_link__13_pyramidine__site1.xyz,c1ncc(cn1)c1ccc2c(n1)c1ncccc1cc2
154,dir_4_n_link__13_pyramidine__site2,dir_4_n_link__13_pyramidine__site2.xyz,c1ncc(cn1)c1ccnc2c1ccc1c2nccc1
155,dir_4_n_link__13_pyramidine__site3,dir_4_n_link__13_pyramidine__site3.xyz,c1ncc(cn1)c1cc2cccnc2c2c1cccn2
156,dir_4_n_link__14_pyramidine__site1,dir_4_n_link__14_pyramidine__site1.xyz,c1cnc(nc1)c1ccc2c(n1)c1ncccc1cc2
157,dir_4_n_link__14_pyramidine__site2,dir_4_n_link__14_pyramidine__site2.xyz,c1cnc(nc1)c1ccnc2c1ccc1c2nccc1
158,dir_4_n_link__14_pyramidine__site3,dir_4_n_link__14_pyramidine__site3.xyz,c1cnc(nc1)c1cc2cccnc2c2c1cccn2
159,dir_4_n_link__15_DABCO_H1__site1,dir_4_n_link__15_DABCO_H1__site1.xyz,c1ccc2c(n1)c1nc(ccc1cc2)[C@H]1C[N@@]2CC[N@]1CC2
160,dir_4_n_link__15_DABCO_H1__site2,dir_4_n_link__15_DABCO_H1__site2.xyz,c1cc([C@H]2C[N@@]3CC[N@]2CC3)c2c(n1)c1ncccc1cc2
161,dir_4_n_link__15_DABCO_H1__site3,dir_4_n_link__15_DABCO_H1__site3.xyz,c1cnc2c(c1)c(cc1c2nccc1)[C@H]1C[N@@]2CC[N@]1CC2
162,dir_4_n_link__16_NEt2__site1,dir_4_n_link__16_NEt2__site1.xyz,CCN(c1ccc2c(n1)c1ncccc1cc2)CC
163,dir_4_n_link__16_NEt2__site2,dir_4_n_link__16_NEt2__site2.xyz,CCN(c1ccnc2c1ccc1c2nccc1)CC
164,dir_4_n_link__16_NEt2__site3,dir_4_n_link__16_NEt2__site3.xyz,CCN(c1cc2cccnc2c2c1cccn2)CC
165,dir_4_n_link__17_base__site1,dir_4_n_link__17_base__site1.xyz,c1ccc2c(n1)c1nc(ccc1cc2)[C@H]1C[C@@H]2CC[N@]1CC2
166,dir_4_n_link__17_base__site2,dir_4_n_link__17_base__site2.xyz,c1cc([C@H]2C[C@@H]3CC[N@]2CC3)c2c(n1)c1ncccc1cc2
167,dir_4_n_link__17_base__site3,dir_4_n_link__17_base__site3.xyz,c1cnc2c(c1)c(cc1c2nccc1)[C@H]1C[C@@H]2CC[N@]1CC2
168,dir_4_n_link__18_base__site1,dir_4_n_link__18_base__site1.xyz,c1ccc2c(n1)c1nc(ccc1cc2)[C@H]1C[N@@]2CC[C@H]1CC2
169,dir_4_n_link__18_base__site2,dir_4_n_link__18_base__site2.xyz,c1cc([C@H]2C[N@@]3CC[C@H]2CC3)c2c(n1)c1ncccc1cc2
170,dir_4_n_link__18_base__site3,dir_4_n_link__18_base__site3.xyz,c1cnc2c(c1)c(cc1c2nccc1)[C@H]1C[N@@]2CC[C@H]1CC2
171,dir_4_n_link__19_base__site1,dir_4_n_link__19_base__site1.xyz,c1ccc2c(n1)c1nc(ccc1cc2)[C@]12CC[N@](CC1)CC2
172,dir_4_n_link__19_base__site2,dir_4_n_link__19_base__site2.xyz,c1cc(c2c(n1)c1ncccc1cc2)[C@]12CC[N@](CC1)CC2
173,dir_4_n_link__19_base__site3,dir_4_n_link__19_base__site3.xyz,c1cnc2c(c1)c(cc1c2nccc1)[C@]12CC[N@](CC1)CC2
174,dir_4_n_link__20_H2__site1,dir_4_n_link__20_H2__site1.xyz,Nc1ccc2c(c1)[C@@]1(N2C)C=Cc2c(N1)c1ncccc1cc2
175,dir_4_n_link__20_H2__site2,dir_4_n_link__20_H2__site2.xyz,Nc1ccc(cc1)N(c1ccnc2c1ccc1c2nccc1)C
176,dir_4_n_link__20_H2__site3,dir_4_n_link__20_H2__site3.xyz,Nc1ccc(cc1)N(c1cc2cccnc2c2c1cccn2)C
177,dir_4_n_link__21_H2__site1,dir_4_n_link__21_H2__site1.xyz,Nc1ccc(cc1)Nc1ccc2c(n1)c1ncccc1cc2
178,dir_4_n_link__21_H2__site2,dir_4_n_link__21_H2__site2.xyz,Nc1ccc(cc1)Nc1ccnc2c1ccc1c2nccc1
179,dir_4_n_link__21_H2__site3,dir_4_n_link__21_H2__site3.xyz,Nc1ccc(cc1)Nc1cc2cccnc2c2c1cccn2
180,dir_5_n_link__1_NH2__site1,dir_5_n_link__1_NH2__site1.xyz,Nc1ccc2c(n1)c1ncccc1nn2
181,dir_5_n_link__1_NH2__site2,dir_5_n_link__1_NH2__site2.xyz,Nc1ccnc2c1nnc1c2nccc1
182,dir_5_n_link__2_NMe2__site1,dir_5_n_link__2_NMe2__site1.xyz,CN(c1ccc2c(n1)c1ncccc1nn2)C
183,dir_5_n_link__2_NMe2__site2,dir_5_n_link__2_NMe2__site2.xyz,CN(c1ccnc2c1nnc1c2nccc1)C
184,dir_5_n_link__3_N_iPr2__site1,dir_5_n_link__3_N_iPr2__site1.xyz,CC(N(c1ccc2c(n1)c1ncccc1nn2)C(C)C)C
