linker_id,name,xyz_file,smiles
0,2,2.xyz,c1ccccc1
1,3,3.xyz,c1ccc(cc1)N(c1ccccc1)c1ccccc1
2,4,4.xyz,c1ccc(cc1)c1cc(cc(c1)c1ccccc1)c1ccccc1
3,5,5.xyz,c1ccc(cc1)/C=C/c1cc(/C=C/c2ccccc2)cc(c1)/C=C/c1ccccc1
